id,name,num_assets,White_Paper,Webinar,Software_Download,Free_Offer,Live_Event,Case_Study
6182,LiveOps #21707_2905 CPG,0,0,0,0,0,0,0
6183,"Joyent -#2-(5000+,AerospaceandUtilities) CPG",0,0,0,0,0,0,0
6184,FunMobility -#1 CPG,0,0,0,0,0,0,0
6185,EMA-IXIA #21971_2954 CPG,7,6,0,0,0,0,1
6186,PinStripe #10270_33006 CPG,1,1,0,0,0,0,0
6187,Campaign &Campaign CPG,1,1,0,0,0,0,0
6188,Hortonworks X CPG,1,1,0,0,0,0,0
6189,Dell WWLeads90408 CPG,2,1,0,0,0,0,0
6190,EMA Xeon CPG,5,6,0,0,0,0,0
6191,Hitwise WWLeads90408 CPG,0,0,0,0,0,0,0
6192,EMA XenServer111710 CPG,1,1,0,0,0,0,0
6193,EMC YouDeviceProtection CPG,3,0,0,0,0,0,0
6194,Online WSSFR CPG,0,0,0,0,0,0,0
6195,Data WSSDE CPG,5,5,0,0,0,0,0
6196,sdfgtwe345t WSC CPG,3,1,1,0,0,0,0
6197,Crime Writers CPG,5,5,0,0,0,0,0
6198,Evault YOURBILLFOREVER CPG,3,0,3,0,0,0,0
6199,Q3 WPOct-Nov12 CPG,3,1,2,0,0,0,0
6200,The WPITWHJuly-Oct2012Asset2 CPG,1,0,1,0,0,0,0
6201,Webroot WPMay-Aug'12 CPG,1,0,0,0,0,0,0
6202,Panda WPITWHJuly-Oct2012 CPG,4,4,0,0,0,0,0
6203,TEST WPITHMay-August'11 CPG,1,1,0,0,0,0,0
6204,Tablet WPIDGOct-Dec2012 CPG,1,1,0,0,0,0,0
6205,Sitespect WPIDGMay-Jul12 CPG,4,3,1,0,0,0,0
6206,Crime WPFeb-March'12 CPG,9,1,0,0,0,0,0
6207,Healthcare WP41214 CPG,2,1,1,0,0,0,0
6208,FICO WPIDGNOV-DEC'11 CPG,1,0,1,0,0,0,0
6209,Isilion WP41214 CPG,4,4,0,0,0,0,0
6210,BusinessDir WP27 CPG,5,5,0,0,0,0,0
6211,Symantec WP2011 CPG,0,0,0,0,0,0,0
6212,Symantec WP2011 CPG,2,2,0,0,0,0,0
6213,Crime WP_PAN CPG,8,8,0,0,0,0,0
6214,Apple WP41214 CPG,0,0,0,0,0,0,0
6215,Apple WP41061 CPG,3,3,0,0,0,0,0
6216,Apple WP24 CPG,8,0,0,0,2,0,0
6217,WebrootQ312 Wp2012 CPG,2,2,0,0,0,0,0
6218,Brocade WP CPG,1,0,1,0,0,0,0
6219,Epson wp CPG,1,0,1,0,0,0,0
6220,Symantec WP CPG,1,1,0,0,0,0,0
6221,dsfsdfsdf WP CPG,1,1,0,0,0,0,0
6222,In-House WP CPG,2,2,0,0,0,0,0
6223,HRM WP CPG,0,0,0,0,0,0,0
6224,Jive WP CPG,0,0,0,0,0,0,0
6225,SOCIAL WP CPG,1,1,0,0,0,0,0
6226,GeoTrust WP CPG,1,0,1,0,0,0,0
6227,Q312_DCK_Internap WP CPG,0,0,0,0,0,0,0
6228,Vidyo WP CPG,4,4,0,0,0,0,0
6229,Jive_December_12 WP CPG,1,1,0,0,0,0,0
6230,Brocade WP CPG,2,0,2,0,0,0,0
6231,Experian WOOD CPG,0,0,0,0,0,0,0
6232,Crime WirelessWeek40709 CPG,2,2,0,0,0,0,0
6233,Kaseya WirelessWeek31309 CPG,0,0,0,0,0,0,0
6234,Apple wp CPG,0,0,0,0,0,0,0
6235,Apple World CPG,7,7,0,0,0,0,0
6236,Apple Workforce13 CPG,1,1,0,0,0,0,0
6237,Computer WP CPG,4,0,0,0,0,0,0
6238,Workday WizIQClassroom CPG,5,3,2,0,0,0,0
6239,Workday withStandard164 CPG,2,2,0,0,0,0,0
6240,Workday WirelessWeek42409 CPG,0,0,0,0,0,0,0
6241,IBM WirelessWeek121208 CPG,1,0,1,0,0,0,0
6242,Meet Wireless CPG,1,0,1,0,0,0,0
6243,SC WireGuide CPG,0,0,0,0,0,0,0
6244,Tate Winter CPG,1,0,1,0,0,0,0
6245,GMN Wireless CPG,2,0,0,1,1,0,0
6246,Vcom Wireless CPG,7,7,0,0,0,0,0
6247,Avnet Word CPG,7,7,0,0,0,0,0
6248,Crawl WP_Q1_13 CPG,2,2,0,0,0,0,0
6249,Infor WMI CPG,3,3,0,0,0,0,0
6250,loan Winter CPG,0,0,0,0,0,0,0
6251,New 100209 CPG,1,1,0,0,0,0,0
6252,ForeScout (ITBusinessEdge)61809 CPG,3,2,1,0,0,0,0
6253,USF Napco CPG,7,7,0,0,0,0,0
6254,MSU BB-40634 CPG,6,6,0,0,0,0,0
6255,Courion YourPREfforts CPG,0,0,0,0,0,0,0
6256,athena Campaign CPG,1,1,0,0,0,0,0
6257,Old (FWPLeads63009 CPG,1,0,0,0,1,0,0
6258,Q4_Lead WP41214 CPG,2,1,1,0,0,0,0
6259,Quantcast Workflow CPG,10,10,0,0,0,0,0
6260,EDU WinesHLOTD CPG,1,1,0,0,0,0,0
6261,Click WindsTrialNTA81310 CPG,1,1,0,0,0,0,0
6262,Mobile WindsTrialNPM81310 CPG,0,0,0,0,0,0,0
6263,Savvis XBRL CPG,5,5,0,0,0,0,0
6264,N-Able Winds-FreeQ22012 CPG,1,1,0,0,0,0,0
6265,innoCos WindowsIDGLeads11609 CPG,1,0,1,0,0,0,0
6266,Polycom_MR WindsTrialCM81310 CPG,1,0,1,0,0,0,0
6267,Polycom_MQL WindsTrialAPM81310 CPG,1,0,1,0,0,0,0
6268,Gleanster WindowsNov2012 CPG,8,3,5,0,0,0,0
6269,Polycom_MQL Winds CPG,1,1,0,0,0,0,0
6270,Polycom_MRs WindowsPhoneFY10 CPG,1,1,0,0,0,0,0
6271,White WindowsHubonlyNov12 CPG,3,0,3,0,0,0,0
6272,WomenInvest Windows8 CPG,2,1,0,0,0,0,1
6273,McAfee Windows7 CPG,2,1,0,0,0,0,1
6274,Book Windows2012 CPG,2,1,0,0,0,0,1
6275,September Windows2012 CPG,0,0,0,0,0,0,0
6276,EMC Windowshade CPG,1,0,1,0,0,0,0
6277,PulsePoint_Q4_12 #21564_2892 CPG,1,1,0,0,0,0,0
6278,myDataTree.com CBLG_Aug-Sept CPG,0,0,0,0,0,0,0
6279,maketick Windows CPG,2,2,0,0,0,0,0
6280,softlabs Window CPG,1,1,0,0,0,0,0
6281,SutiExpense Win8 CPG,1,1,0,0,0,0,0
6282,koala WightForm) CPG,1,1,0,0,0,0,0
6283,Symantec Wight CPG,1,0,0,0,0,1,0
6284,VaultLogix Wight CPG,1,0,0,0,0,1,0
6285, WindowIFWITHFeb-May11 CPG,1,1,0,0,0,0,0
6286,Quantum WightForm) CPG,0,0,0,0,0,0,0
6287,Symantec_Backup WightForm) CPG,1,1,0,0,0,0,0
6288,Royal WhiteQ22012 CPG,0,0,0,0,0,0,0
6289,Royal Whitepapers2012 CPG,0,0,0,0,0,0,0
6290,Lenovo Whitepapers CPG,1,1,0,0,0,0,0
6291,BMC Whitepaper50211 CPG,1,1,0,0,0,0,0
6292,Holiday Whitepaper CPG,17,17,0,0,0,0,0
6293,TDS Whitepaper CPG,17,17,0,0,0,0,0
6294,MyDataTree whitepaper CPG,1,0,1,0,0,0,0
6295,LRDIMM Whitepaper CPG,0,0,0,0,0,0,0
6296,W/P Whitepaper CPG,0,0,0,0,0,0,0
6297,State Whitepaper CPG,9,9,0,0,0,0,0
6298,2011 Whitepaper CPG,1,1,0,0,0,0,0
6299,Holiday WhitePaper CPG,1,0,1,0,0,0,0
6300,Energy Whitepaper2013 CPG,1,0,0,0,0,1,0
6301,SwellPath Winds CPG,3,0,0,0,0,0,0
6302,Quantum Whitepapers CPG,0,0,0,0,0,0,0
6303,Bellena Whitepaper CPG,3,3,0,0,0,0,0
6304,ITinvolve Whitepaper CPG,0,0,0,0,0,0,0
6305,Harnessing Whitepaper CPG,0,0,0,0,0,0,0
6306,Symantec.Cloud Whitepaper CPG,1,1,0,0,0,0,0
6307,Integrate White90711 CPG,6,3,2,0,0,0,1
6308,Integrate White CPG,6,4,0,0,0,0,2
6309,AsureForce White CPG,0,0,0,0,0,0,0
6310,AsureForce White CPG,2,2,0,0,0,0,0
6311,VSM_Aternity Whitecampaign CPG,2,2,0,0,0,0,0
6312,Akamai Whitepaper CPG,10,2,0,0,0,0,0
6313,E-Commerce Whitepaper CPG,5,0,4,0,1,0,0
6314,Savvis WindsTrialIPAM81310 CPG,6,6,0,0,0,0,0
6315,DatAnywhere White CPG,0,0,0,0,0,0,0
6316,Savvis White CPG,1,1,0,0,0,0,0
6317,Quest White CPG,4,4,0,0,0,0,0
6318,Test White CPG,6,0,0,0,0,0,0
6319,Accelerating White CPG,0,0,0,0,0,0,0
6320,White white CPG,1,1,0,0,0,0,0
6321,LASIK white CPG,0,0,0,0,0,0,0
6322,Video White CPG,0,0,0,0,0,0,0
6323,Choice White CPG,0,0,0,0,0,0,0
6324,Workspace White CPG,0,0,0,0,0,0,0
6325,Aberdeen White CPG,0,0,0,0,0,0,0
6326,Aberdeen white CPG,0,0,0,0,0,0,0
6327,Integrate White CPG,4,4,0,0,0,0,0
6328,Q2 White CPG,3,3,0,0,0,0,0
6329,BMC White CPG,0,0,0,0,0,0,0
6330,Bulwark WebTech CPG,1,1,0,0,0,0,0
6331,Zebra WebLeads102709 CPG,1,1,0,0,0,0,0
6332,Insect Webinar--Sept CPG,2,1,1,0,0,0,0
6333,PayScale -Webinars CPG,1,0,1,0,0,0,0
6334,8 Webinar--Oct CPG,3,3,0,0,0,0,0
6335,WA64389 WebSecurity2011 CPG,8,0,0,0,0,0,10
6336,Aberdeen WebinarOct30 CPG,4,0,0,0,0,0,10
6337,Lenovo WhichVoIP CPG,1,1,0,0,0,0,0
6338,FY13_ODA_Q2_B&B 2012LeadCampaign CPG,1,1,0,0,0,0,0
6339,FY13_ODA_Q2_B&B TrustZonePaper CPG,3,3,0,0,0,0,0
6340,Symantec Webstore2013 CPG,4,4,0,0,0,0,0
6341,Symantec Website41310 CPG,1,1,0,0,0,0,0
6342,Symantec Website CPG,4,4,0,0,0,0,0
6343,Symantec Websense2013 CPG,1,1,0,0,0,0,0
6344,Symantec Webinar--Nov CPG,6,1,0,0,0,0,0
6345,Best Webinar--May CPG,4,2,1,0,1,0,0
6346,ElegantJ Webinar--Mar CPG,1,1,0,0,0,0,0
6347,Cloud Webinar--Mar CPG,1,1,0,0,0,0,0
6348,Crime Webinar--Jun CPG,4,1,0,1,1,0,1
6349,"HP WebinarJAN23,2013 CPG",0,0,0,0,0,0,0
6350,IBM Webinar--Jan CPG,2,2,0,0,0,0,0
6351,Test Webinar--Jan CPG,6,5,0,0,1,0,0
6352,Talent Webinar--Feb CPG,5,5,0,0,0,0,0
6353,test Webinar--Feb CPG,3,0,0,0,0,0,0
6354,IBM Webinar--Feb CPG,5,4,1,0,0,0,0
6355,Voltage CoatQ42011 CPG,4,4,0,0,0,0,0
6356,Mastering WebinarforSAP(newsletter) CPG,1,1,0,0,0,0,0
6357,In-House Webinar--Aug CPG,3,3,0,0,0,0,0
6358,SOCIAL Webinar--Apr CPG,1,1,0,0,0,0,0
6359,Adoption Webinar41972 CPG,6,6,0,0,0,0,0
6360,Whitepaper WebinarEU42210 CPG,6,6,0,0,0,0,0
6361,TeamQuest_RR_Direct2Site Whitepapers CPG,6,6,0,0,0,0,0
6362,Splunk WebinarDigitalAssetManagement CPG,6,6,0,0,0,0,0
6363,Aerohive Webinar/31 CPG,1,0,1,0,0,0,0
6364,sss Webinar CPG,1,1,0,0,0,0,0
6365,Blackline Webinar CPG,1,1,0,0,0,0,0
6366,Intel_Q312 Webinar CPG,2,3,0,0,0,0,0
6367,Coupa Webinar CPG,4,4,0,0,0,0,0
6368,Lumension Webinar CPG,1,1,0,0,0,0,0
6369,Tech Webinar2013 CPG,0,0,0,0,0,0,0
6370,Fiber Webinar CPG,0,0,0,0,0,0,0
6371,Intelligent Webinar CPG,0,0,0,0,0,0,0
6372,campaign Webinar CPG,0,0,0,0,0,0,0
6373,Platform Webinar CPG,0,0,0,0,0,0,0
6374,BankerAccuity Webinar CPG,3,3,0,0,0,0,0
6375,CW Webinar42210 CPG,0,0,0,0,0,0,0
6376,HyTrust Webinar CPG,10,9,1,0,0,0,0
6377,Symantec Webinar CPG,2,0,2,0,0,0,0
6378,Maximizer Webinar CPG,1,1,0,0,0,0,0
6379,Coupa_Tech Webinar CPG,0,0,0,0,0,0,0
6380,Coupa_FIN Webinar CPG,1,1,0,0,0,0,0
6381,Campaign Webinar CPG,0,0,0,0,0,0,0
6382,Platform Webinar CPG,1,0,1,0,0,0,0
6383,Campaign Webinar CPG,14,13,1,0,0,0,0
6384,Brand Webinar CPG,1,1,0,0,0,0,0
6385,Information Webinar CPG,7,7,0,0,0,0,0
6386,Arbor webinar CPG,3,3,0,0,0,0,0
6387,campaign Webinar CPG,1,1,0,0,0,0,0
6388,screenshot Webinar CPG,1,1,0,0,0,0,0
6389,FY13_Q2_Storage Webinar CPG,0,0,0,0,0,0,0
6390,Brocade Webinar CPG,5,0,0,0,0,0,0
6391,Epsilon Webinar CPG,0,0,0,0,0,0,0
6392,October_Webinar webinar CPG,4,4,0,0,0,0,0
6393,NHS WebExTrial21611 CPG,9,8,1,0,0,0,0
6394,campaign Webcast41781 CPG,4,1,1,0,0,0,2
6395,Quality 17899 CPG,4,4,0,0,0,0,0
6396,ICF -Webcast CPG,1,1,0,0,0,0,0
6397,fnsdklfjsdklfj Webcast CPG,5,1,0,0,0,0,0
6398,Savvis Webcast CPG,0,0,0,0,0,0,0
6399,nhkljn Webcast CPG,6,6,0,0,0,0,0
6400,nmb Webcast CPG,11,7,4,0,0,0,0
6401,Webinar Webinar--Feb(TEST) CPG,1,1,0,0,0,0,0
6402,Florida Multi CPG,9,0,0,0,0,0,0
6403,Florida Multiple CPG,5,4,0,0,1,0,0
6404,Florida Computing CPG,5,4,0,0,1,0,0
6405,Scale Webcast CPG,0,0,0,0,0,0,0
6406,ESET Webcasts CPG,2,7,0,0,0,0,0
6407,Nutanix Webinar--Dec CPG,0,0,0,0,0,0,0
6408,ClickSoftware Webcast CPG,1,1,0,0,0,0,0
6409,Seeburger Webinar_Marketing CPG,0,0,0,0,0,0,0
6410,protel_Air_demo Webcast CPG,9,1,0,0,0,0,0
6411,test WebAlliance CPG,0,0,0,0,0,0,0
6412,Net Webcast CPG,1,1,0,0,0,0,0
6413,Aberdeen Warehousing CPG,0,0,0,0,0,0,0
6414,Credit Webcast CPG,0,0,0,0,0,0,0
6415,DW Watchfire-Focus CPG,5,5,0,0,0,0,0
6416,BI Warehouse CPG,5,5,0,0,0,0,0
6417,Recruiting Web CPG,4,4,0,0,0,0,0
6418,Mimecast_UK Webcast CPG,3,3,0,0,0,0,0
6419,Med Web CPG,0,0,0,0,0,0,0
6420,Maintenance web CPG,1,1,0,0,0,0,0
6421,POS WaysGetMorefromYourITBudgets CPG,4,4,2,0,1,0,0
6422,Web Watchfire CPG,1,1,0,0,0,0,0
6423,Home WarnerNortheast CPG,1,0,1,0,0,0,0
6424,vCom Webcast CPG,5,2,0,0,0,0,3
6425,Credit Web42110 CPG,3,2,1,0,0,0,0
6426,GPS Web40810 CPG,2,2,0,0,0,0,0
6427,Inbound Web40810 CPG,1,1,0,0,0,0,0
6428,Call Web/E-Commerce21910 CPG,1,1,0,0,0,0,0
6429,Merchant Water CPG,0,0,0,0,0,0,0
6430,Teleconferencing Watchfire-Focus CPG,0,0,0,0,0,0,0
6431,Web WarnerNYC CPG,1,1,0,0,0,0,0
6432,Phone WarnerMidwest CPG,4,1,0,0,0,0,3
6433,Osterman WALeads20909 CPG,1,0,1,0,0,0,0
6434,what WA71408 CPG,1,1,0,0,0,0,0
6435,Business WA51208 CPG,0,0,0,0,0,0,0
6436,DOWNLOAD VulnerabilityReport CPG,1,0,1,0,0,0,0
6437, Ware CPG,1,0,1,0,0,0,0
6438,SAP WA82608 CPG,1,1,0,0,0,0,0
6439, WAN CPG,5,3,2,0,1,0,0
6440,Epsilon_Marketing -Webinar CPG,0,0,0,0,0,0,0
6441,IBM w/ CPG,1,1,0,0,0,0,0
6442,InContact VSTS22509 CPG,7,6,1,0,0,0,0
6443,LogMyCalls vSphere CPG,1,0,0,0,1,0,0
6444, VU CPG,0,0,0,0,0,0,0
6445,Raritan vs.EyeTrackingResearch CPG,1,3,0,0,0,0,0
6446,Lumension WALeads100108 CPG,2,2,0,0,0,0,0
6447,Sensage #22055_2955 CPG,1,1,0,0,0,0,0
6448,IBM Webinar--Feb CPG,1,1,0,0,0,0,0
6449,HRCI vs. CPG,1,1,0,0,0,0,0
6450,CloudPassage VoIPOct-Dec'11 CPG,1,1,0,0,0,0,0
6451,HP VoIPNovember12toNovember13 CPG,2,1,0,0,0,0,0
6452,Quest VoIPLeads62909 CPG,1,1,0,0,0,0,0
6453,2013 VoIPLeads61809 CPG,1,1,0,0,0,0,0
6454,Dell VoIPJuly-September12 CPG,1,1,0,0,0,0,0
6455,test VoIPJuly-September12 CPG,0,0,0,0,0,0,0
6456, VoIPJuly-Sept'11 CPG,1,1,0,0,0,0,0
6457,HP VoIPFebruary-May'12 CPG,1,1,0,0,0,0,0
6458,Data VoIPDec11-March'12 CPG,1,1,0,0,0,0,0
6459,Merkle Webinar--Jul CPG,1,1,0,0,0,0,0
6460,Collaboration VSML2012IFWDec-Mar12 CPG,1,1,0,0,0,0,0
6461,Creating VoIP72109 CPG,0,0,0,0,0,0,0
6462,symantec_10.1.12 VoIP41409 CPG,2,2,0,0,0,0,0
6463,RIM VOIP CPG,3,1,0,0,0,0,0
6464,AMD VoIP12 CPG,1,1,0,0,0,0,0
6465,Epicor Leads CPG,11,7,4,0,0,0,0
6466,Rackspace VoIP51509 CPG,3,3,0,0,0,0,0
6467,Smarter VOIP CPG,0,0,0,0,0,0,0
6468,IBM_MMDG_Q4 VOIP CPG,1,1,0,0,0,0,0
6469,IBM_SocialBUS_Q4 VOIP2012 CPG,9,4,4,0,1,0,0
6470,Bit9 -webinar CPG,5,5,0,0,0,0,0
6471,Big WebEx21811 CPG,1,0,0,0,0,1,0
6472,Websense WPSeptoDec11 CPG,4,4,0,0,0,0,0
6473,APM WebExCampaignTechQ3 CPG,0,0,0,0,0,0,0
6474,Big Webcasts CPG,1,1,0,0,0,0,0
6475,Projectline VUManagement CPG,4,2,2,0,0,0,0
6476,Intralinks VOIP CPG,2,2,0,0,0,0,0
6477,Big WebExCampaignQ3 CPG,1,1,0,0,0,0,0
6478,Ruckus Voip CPG,10,3,0,0,0,0,0
6479,Lumension VoiceStar CPG,1,1,0,0,0,0,0
6480,Forescout Voice CPG,2,2,0,0,0,0,0
6481,Dice VNXe CPG,0,0,0,0,0,0,0
6482,Wheelhouse VMware200870208 CPG,0,0,0,0,0,0,0
6483,Time Visual CPG,1,0,0,0,1,0,0
6484,Operations-as-a-Service VirtualizationReport CPG,0,0,0,0,0,0,0
6485,BlackBerry Visiting CPG,1,1,0,0,0,0,0
6486,CS-Whitepaper VMITWPMar'13 CPG,1,0,0,0,1,0,0
6487,Red 2012 CPG,0,0,0,0,0,0,0
6488,Quest VMware30308 CPG,1,1,0,0,0,0,0
6489,APC VMWare CPG,3,3,0,0,0,0,0
6490,Dell VirtualizationPANIDGAug-Sept'12 CPG,2,2,0,0,0,0,0
6491,Perimeter VirtualizationPANFeb-April'11 CPG,0,0,0,0,0,0,0
6492,Telehealth VOIP CPG,4,4,0,0,0,0,0
6493,SF-SMB Virtualization_Standard_Q4_12 CPG,4,0,0,0,1,0,0
6494,Lumension Virtualization_HQL_Q4_12 CPG,11,10,1,0,0,0,0
6495,Wolters Virtualization/Automation CPG,11,11,0,0,0,0,0
6496,nicole Virtualization CPG,1,0,1,0,0,0,0
6497,sky_analytics_10.3.12 Virtualization CPG,1,1,0,0,0,0,0
6498,SC Virtualization CPG,5,3,2,0,0,0,0
6499,whitepaper Virtualization CPG,4,14,0,0,0,0,0
6500,test Virtual CPG,5,4,1,0,0,0,0
6501,HP Virtualization2013 CPG,2,1,0,0,0,0,1
6502,RTE_Q4 VipreITWPDropTabOct-Dec'11 CPG,1,1,0,0,0,0,0
6503,Q4 Virtualization CPG,5,5,0,0,0,0,0
6504,Schneider ERP102709 CPG,1,1,0,0,0,0,0
6505,IBMQ4Partnerworld127 VIPRE40111 CPG,4,4,0,0,0,0,0
6506,HP Video CPG,5,4,0,0,1,0,0
6507,Proofpoint video CPG,3,3,0,0,0,0,0
6508,Avaya Vertical CPG,2,2,0,0,0,0,0
6509,vxcxfsdf Vertical CPG,5,5,0,0,0,0,0
6510,Q1 Vertical CPG,9,9,0,0,0,0,0
6511,IBM versus CPG,0,0,0,0,0,0,0
6512,Q4 Velocity13 CPG,13,6,4,0,0,0,3
6513,BlackBerry VDIPack CPG,12,12,0,0,0,0,0
6514,pilot VaultGen CPG,0,0,0,0,0,0,0
6515,SOC VaultGen CPG,4,4,3,0,1,0,0
6516,Test VIPRE40111 CPG,12,3,9,0,0,0,0
6517,Bronto_Q1_2013 Velocity13 CPG,3,3,0,0,0,0,0
6518,Datasheets USQ12013 CPG,9,3,0,0,0,0,0
6519,Networking USATouch CPG,5,1,0,0,0,0,0
6520,test USASecurity CPG,1,1,0,0,0,0,0
6521,Lenovo USASalesLeadsAsset CPG,11,11,0,0,0,0,0
6522,Test USA CPG,0,0,0,0,0,0,0
6523,TrainingToday.BLR.COM USLeads60909 CPG,1,1,0,0,0,0,0
6524,Compensation.BLR.COM USCPaper CPG,8,1,0,0,0,0,0
6525,Bit9 USTrial CPG,0,0,0,0,0,0,0
6526,ShopperTrak VideoSolution CPG,10,1,0,0,0,0,0
6527,HP V7000 CPG,3,2,1,0,0,0,0
6528,Smarter UTM CPG,0,0,0,0,0,0,0
6529,"Seeburger VanchTechnologyCO.,LTD CPG",11,9,2,0,0,0,0
6530,Apple US82709 CPG,1,1,0,0,0,0,0
6531,Apple US71510 CPG,3,3,0,0,0,0,0
6532,Apple US22411 CPG,6,1,2,0,3,0,0
6533,Apple US82709 CPG,0,0,0,0,0,0,0
6534,Apple US70910 CPG,1,1,0,0,0,0,0
6535,Apple US&CA CPG,4,4,0,0,0,0,0
6536,Eset US CPG,5,1,1,0,0,0,0
6537,box US CPG,0,0,0,0,0,0,0
6538,NHS US CPG,0,0,0,0,0,0,0
6539,asdf US CPG,1,0,1,0,0,0,0
6540,Bluelock US CPG,25,23,0,0,0,0,2
6541,Kaseya US CPG,7,7,0,0,0,0,0
6542,"m,.m,.m US CPG",47,23,18,0,0,0,6
6543,Dell US CPG,1,0,0,1,0,0,0
6544,ADP_HR Utilities CPG,0,0,0,0,0,0,0
6545,ADP_Finance USUKQ1 CPG,5,5,0,0,0,0,0
6546,ADP UK42109 CPG,11,7,0,0,0,0,4
6547,Box US CPG,6,3,3,0,0,0,0
6548,AMD US CPG,1,1,0,0,0,0,0
6549,HootSuite_Q4 US CPG,1,1,0,0,0,0,0
6550,VOIP_Marketing US CPG,1,0,1,0,0,0,0
6551,VOIP_Business US CPG,0,0,0,0,0,0,0
6552,LivePerson UniversityCONV CPG,1,0,0,0,0,0,0
6553,DDoS University CPG,0,0,0,0,0,0,0
6554,Ping Unified CPG,0,0,0,0,0,0,0
6555,BuzzPlant UnicaQ4 CPG,0,0,0,0,0,0,0
6556,Category Unica CPG,0,0,0,0,0,0,0
6557,Box UNICA CPG,1,1,0,0,0,0,0
6558,Symantec Unfiltered CPG,1,0,1,0,0,0,0
6559,Tetra Undstructured CPG,1,0,1,0,0,0,0
6560,fsdfsdf Ultimate CPG,0,0,0,0,0,0,0
6561,VDS Unified CPG,0,0,0,0,0,0,0
6562,Symantec UK63009 CPG,0,0,0,0,0,0,0
6563,"bnnnm,nm, UK52610 CPG",0,0,0,0,0,0,0
6564,IBM UK31910 CPG,4,4,0,0,0,0,0
6565,Symantec UK2013 CPG,0,0,0,0,0,0,0
6566,KM UK2012 CPG,4,0,0,0,3,0,0
6567,"bnnnm,nm, UK2012 CPG",1,1,0,0,0,0,0
6568,Alvarez UK2011 CPG,1,1,0,0,0,0,0
6569,Social UK-Tech80811 CPG,6,6,0,0,0,0,0
6570,Merkle ViewpointJasonwinthorp20Leads@?75 CPG,0,0,0,0,0,0,0
6571,IBM University CPG,8,6,0,0,0,0,2
6572,Riverbed_Granite_Q4 UKNov-Jan12 CPG,11,11,0,0,0,0,0
6573,Riverbed_Consolidation_Q4 UKLMIQ42011 CPG,1,0,1,0,0,0,0
6574,STG UK-DummiesiXBRL CPG,6,5,1,0,0,0,0
6575,Watchguard_Q1_13 US CPG,10,9,0,0,1,0,0
6576,sunny UK10511 CPG,10,9,0,0,1,0,0
6577,Eljay UK&Germany71510 CPG,1,0,1,0,0,0,0
6578,HH UK CPG,0,0,0,0,0,0,0
6579,sdfds UK CPG,5,5,0,0,0,0,0
6580,dfsdf UK CPG,3,3,0,0,0,0,0
6581,Canon UK CPG,3,3,0,0,0,0,0
6582,ibm UK CPG,27,19,8,0,0,0,0
6583,Fanzz UK CPG,14,11,3,0,0,0,0
6584,2nd UK CPG,12,9,3,0,0,0,0
6585,eforms UK CPG,7,7,0,0,0,0,0
6586,IBM UK CPG,4,4,0,0,0,0,0
6587,DistributedMktg-Webinar-Oct'12 UK_DWA111109 CPG,5,0,0,0,0,0,0
6588,Symantec UK CPG,7,7,0,0,0,0,0
6589,Equilibrium UK CPG,1,1,0,0,0,0,0
6590,IBM UK CPG,7,0,0,0,0,0,0
6591,e-Spirit_WCM_DD_10'12 UK_Q4 CPG,0,0,0,0,0,0,0
6592,Symantec UK CPG,5,6,0,0,0,0,0
6593,saldkg UK CPG,7,7,0,0,0,0,0
6594,aSAs UK CPG,0,0,0,0,0,0,0
6595,Q312_ZD_Trend UK CPG,1,0,1,0,0,0,0
6596,Lunch&Learn UK CPG,0,0,0,0,0,0,0
6597,Oracle UK CPG,8,5,0,0,0,0,0
6598,Blue UK CPG,10,10,0,0,0,0,0
6599,Campaign 1 CPG,7,4,0,0,0,0,0
6600,Category UK CPG,1,1,0,0,0,0,0
6601,Tech UK CPG,1,1,0,0,0,0,0
6602,nm UK CPG,1,0,1,0,0,0,0
6603,Social UK CPG,1,1,0,0,0,0,0
6604,lkh UK CPG,3,3,0,0,0,0,0
6605,sdfag UK CPG,5,5,0,0,0,0,0
6606,Heroix UK CPG,0,0,0,0,0,0,0
6607,October UK CPG,1,0,1,0,0,0,0
6608,GetVoIP UK CPG,0,0,0,0,0,0,0
6609,Adobe UK80811 CPG,6,0,0,0,0,0,0
6610,HP UK CPG,1,1,0,0,0,0,0
6611,Deciphering UK CPG,1,0,1,0,0,0,0
6612,Gentian UCS CPG,0,0,0,0,0,0,0
6613,dfgsdfdsfsdfsdf UCC CPG,3,3,0,0,0,0,0
6614,sdfwesdfgsdf U42108 CPG,6,5,1,0,0,0,0
6615,Avaya TurnaroundMay-July2012 CPG,1,0,1,0,0,0,0
6616,Talent TurnaroundITwhitepapersJune2012 CPG,6,5,1,0,0,0,0
6617,SIM/Cisco TurnaroundContentReelNovember12-October13 CPG,0,0,0,0,0,0,0
6618, TurnaroundContentReelNovember12-October13 CPG,0,0,0,0,0,0,0
6619,Sprint TrustSeal CPG,0,0,0,0,0,0,0
6620,Riverbed TW CPG,2,2,0,0,0,0,0
6621,SlowStop TurnaroundApril2012 CPG,1,1,0,0,0,0,0
6622,ConnectWise Turna CPG,1,1,0,0,0,0,0
6623,NetSuite_Oct_Dec TSPUK500-999 CPG,1,0,0,0,0,0,1
6624,Cisco TSGUK500-999 CPG,1,0,0,0,0,0,1
6625,Cisco Trust CPG,1,1,0,0,0,0,0
6626,test Tridion CPG,4,0,0,0,0,4,0
6627,Trintri Tridion CPG,8,8,0,0,0,0,0
