id,name,num_assets,White_Paper,Webinar,Software_Download,Free_Offer,Live_Event,Case_Study
1135,Citrix SmartVDS CPG,1,1,0,0,0,0,0
1136,Citrix Smartphone CPG,6,4,0,0,0,0,2
1137,Testing SmartManta(FWP)Leads63009 CPG,2,1,1,0,0,0,0
1138,IBM SmartLeads81209 CPG,1,1,0,0,0,0,0
1139,Penton SmartLeads52909 CPG,5,0,0,0,0,0,0
1140,Sage SmarterRetailTech CPG,1,1,0,0,0,0,0
1141,Tippit SmarterGov CPG,1,1,0,0,0,0,0
1142,Tippit SmarterB2B CPG,1,0,0,0,0,1,0
1143,Citrix SocialBridge CPG,1,1,0,0,0,0,0
1144,Visible Smarter:ProspectsandClientsthroughSocialMedia CPG,5,5,0,0,0,0,0
1145,Sage Smarter:ofIndependence CPG,5,5,0,0,0,0,0
1146,OpenGate Smarter:andGrowingYourIndependentPractice CPG,0,0,0,0,0,0,0
1147,Serena Smart(SourceForge)Leads60409 CPG,0,0,0,0,0,0,0
1148,Barracuda Smart(Manta)Leads52909 CPG,0,0,0,0,0,0,0
1149,iPass smarter CPG,5,5,0,0,0,0,0
1150,Dell-Intel SmartEnterprise CPG,0,0,0,0,0,0,0
1151,iPass Smart CPG,0,0,0,0,0,0,0
1152,dfgdfgdg Small/MedIDG12510 CPG,10,1,0,0,0,0,0
1153,Nilfisk_091709 Small CPG,5,5,0,0,0,0,0
1154,Objet_091709 SM90408 CPG,1,1,0,0,0,0,0
1155,Serena SM60208 CPG,6,6,0,0,0,0,0
1156,Ross slownessUI CPG,5,5,0,0,0,0,0
1157,BeyondTrust slowness CPG,1,1,0,0,0,0,0
1158,Vision Small/MedIDG11210 CPG,1,1,0,0,0,0,0
1159,Qualys SkybotMar-May'13 CPG,3,0,0,0,0,0,0
1160,Oracle SIT CPG,0,0,0,0,0,0,0
1161,Citrix SingleTargetDate CPG,0,0,0,0,0,0,0
1162,Qualys SinglePage CPG,1,1,0,0,0,0,0
1163,TRUSTe Signup CPG,1,1,0,0,0,0,0
1164,Qualys Skincare CPG,0,0,0,0,0,0,0
1165,Sun slowness CPG,1,1,0,0,0,0,0
1166,VMware Signup CPG,0,0,0,0,0,0,0
1167,iPass SignsClaimsProcessesNeedImproving CPG,1,1,0,0,0,0,0
1168,eGrabber SignalWhitePaper CPG,2,2,0,0,0,0,0
1169,VMware Signup CPG,0,0,0,0,0,0,0
1170,F5 Signup CPG,0,0,0,0,0,0,0
1171,test Signage CPG,4,4,0,0,0,0,0
1172,eMedia SIEM_Q1_13 CPG,1,1,0,0,0,0,0
1173,Dataguise Show CPG,0,0,0,0,0,0,0
1174,HP Show CPG,32,30,0,0,1,0,1
1175,Trend ShowShare52710 CPG,0,0,0,0,0,0,0
1176,HP Short CPG,1,1,0,0,0,0,0
1177,MetaliseIt_092409 Shield11309 CPG,0,0,0,0,0,0,0
1178,VMWare Sheet CPG,1,0,0,1,0,0,0
1179,Trend Shield CPG,0,0,0,0,0,0,0
1180,UTEE_092509 SharePoint51109 CPG,0,0,0,0,0,0,0
1181,Plainview_092509 Sharepoint2012 CPG,3,3,0,0,0,0,0
1182,Fortinet_SCMag_092509 Sharepoint102408 CPG,3,3,0,0,0,0,0
1183,Iovation Shareplex CPG,0,0,0,0,0,0,0
1184,SeaChange_092809 SF CPG,2,2,0,0,0,0,0
1185,Eaton test CPG,5,0,0,0,0,0,0
1186,Newscale ServiceStudy40736 CPG,0,0,0,0,0,0,0
1187,Dell-Intel ServicesQ12012 CPG,10,9,0,0,0,0,1
1188,Protolabs_092909 Services CPG,6,6,0,0,0,0,0
1189,Trend ServicesIPAMAppliances CPG,3,3,0,0,0,0,0
1190,Trend Services CPG,1,1,0,0,0,0,0
1191,Iron SIEM CPG,2,2,0,0,0,0,0
1192,SDL Services CPG,9,5,0,0,0,0,0
1193,Websense Services CPG,9,9,0,0,0,0,0
1194,Verisign SF CPG,0,0,0,0,0,0,0
1195,VMWare SevenofSpreadsheets CPG,1,1,0,0,0,0,0
1196,ATG ServiceNA052511 CPG,6,6,0,0,0,0,0
1197,ATG ServiceEURO052511 CPG,3,3,0,0,0,0,0
1198,iCorps ServersLessCooling CPG,5,5,0,0,0,0,0
1199,Netviewer Servers2012 CPG,3,3,0,0,0,0,0
1200,Sophos ServerHub:ITProWinterReport:CloudComputing2 CPG,10,10,0,0,0,0,0
1201,Verisign September_Oct CPG,1,1,0,0,0,0,0
1202,VKernel Service CPG,5,5,0,0,0,0,0
1203,Tripwire Servers CPG,2,2,0,0,0,0,0
1204,Proofpoint Servers CPG,0,0,0,0,0,0,0
1205,EMC September CPG,1,1,0,0,0,0,0
1206,EMC September CPG,1,1,0,0,0,0,0
1207,Lyris September CPG,4,4,0,0,0,0,0
1208,VeriSign September CPG,1,1,0,0,0,0,0
1209,MimeCast --Sept11 CPG,2,3,0,0,0,0,0
1210,IBM Sept CPG,25,25,0,0,0,0,0
1211,ToolBox Sept CPG,0,0,0,0,0,0,0
1212,IBM Sept CPG,10,10,0,0,0,0,0
1213,VMware SEOLeads CPG,8,8,0,0,0,0,0
1214,Webroot SEO CPG,1,1,0,0,0,0,0
1215,HP SEOResponsiveWeb CPG,5,1,0,0,0,0,0
1216,Webroot SEO CPG,0,0,0,0,0,0,0
1217,Virtela seo CPG,13,13,0,0,0,0,0
1218,Epicor SenseLeads CPG,4,7,0,0,0,0,0
1219,Test Sense40208 CPG,10,8,2,0,0,0,0
1220,Ruckus Sense CPG,8,0,0,0,0,0,0
1221,Tippit Technologies2012 CPG,5,4,1,0,0,0,0
1222,Direct --SeniorIT-FY12Q4 CPG,2,2,0,0,0,0,0
1223,Trend SellerSystemX71811 CPG,0,0,0,0,0,0,0
1224,Acxiom Seller CPG,0,0,0,0,0,0,0
1225,Bloxx Seller CPG,3,3,0,0,0,0,0
1226,IBM seller CPG,4,3,1,0,0,0,0
1227,Oliver Seller CPG,15,15,0,0,0,0,0
1228,White seller CPG,0,0,0,0,0,0,0
1229,MarkMonitor seller CPG,3,3,0,0,0,0,0
1230,Bloxx seller CPG,0,0,0,0,0,0,0
1231,Jive seller CPG,7,7,0,0,0,0,0
1232,HP seller CPG,2,2,0,0,0,0,0
1233,W.W.Williams_100809 seller CPG,3,3,0,0,0,0,0
1234,Boxtone Seller CPG,35,31,3,0,1,0,0
1235,Message seller CPG,3,1,0,0,0,0,0
1236,Kaseya Seller CPG,4,1,3,0,0,0,0
1237,ComCorp seller CPG,0,0,0,0,0,0,0
1238,IBM seller CPG,4,4,0,0,0,0,0
1239,APC seller CPG,6,0,6,0,0,0,0
1240,Citrix seller CPG,2,2,0,0,0,0,0
1241,Eset seller CPG,1,1,0,0,0,0,0
1242,Hubspot Segment CPG,4,4,0,0,0,0,0
1243,Rovi_101209 Seek CPG,5,5,0,0,0,0,0
1244,IFS_101209 SecurityPANIDGJune-July'12 CPG,1,1,0,0,0,0,0
1245,Celsis_101305 SecurityPANIDGAug-Sept'12 CPG,1,2,0,0,0,0,0
1246,test SecurityLeads52209 CPG,14,13,1,0,0,0,0
1247,Qualys SecurityJan-March'13 CPG,5,5,0,0,0,0,0
1248,IBM SecurityLeads62309 CPG,0,0,0,0,0,0,0
1249,Citrix SecurityIDGProperties CPG,1,1,0,0,0,0,0
1250,Guidance Security-Gov CPG,12,0,12,0,0,0,0
1251,Astaro SecurityFocus42909 CPG,1,1,0,0,0,0,0
1252,Ten Security2011 CPG,1,1,0,0,0,0,0
1253,Microsoft Security61709 CPG,1,1,0,0,0,0,0
1254,Sprint Security: CPG,0,0,0,0,0,0,0
1255,HP Security_Aug_September CPG,0,0,0,0,0,0,0
1256,Eset Security#21920_2936 CPG,7,2,0,0,0,0,0
1257,Akamai Security#21916_2936 CPG,0,0,0,0,0,0,0
1258,Micro Security CPG,7,7,0,0,0,0,0
1259,HP Security#21919_2936 CPG,3,3,0,0,0,0,0
1260,Hubspot Security CPG,2,2,0,0,0,0,0
1261,Bluehornet Security CPG,1,1,0,0,0,0,0
1262,tesr Security CPG,0,0,0,0,0,0,0
1263,Mainline Security CPG,3,3,0,0,0,0,0
1264,Direct Security CPG,7,7,0,0,0,0,0
1265,Aprimo Security CPG,0,0,0,0,0,0,0
1266,Qualys Security CPG,2,0,0,0,0,0,0
1267,Citrix Security CPG,5,5,0,0,0,0,0
1268,Salesforce.com Security CPG,5,5,0,0,0,0,0
1269,Salesforce.com Security CPG,3,0,3,0,0,0,0
1270,WhatCounts Security CPG,0,0,0,0,0,0,0
1271,test Security CPG,1,0,1,0,0,0,0
1272,Knowledge Security CPG,21,3,18,0,0,0,0
1273,Global Security CPG,1,1,0,0,0,0,0
1274,HP Security CPG,0,0,0,0,0,0,0
1275,MGMA Security CPG,0,0,0,0,0,0,0
1276,WatchGuard Security CPG,1,1,0,0,0,0,0
1277,TippingPoint Security CPG,0,0,0,0,0,0,0
1278,Progress Security CPG,5,5,0,0,0,0,0
1279,M86 Security CPG,5,5,0,0,0,0,0
1280,Progress Security CPG,5,1,0,0,0,0,0
1281,OpenText security CPG,0,0,0,0,0,0,0
1282,Progress Security CPG,0,0,0,0,0,0,0
1283,Progress Security CPG,0,0,0,0,0,0,0
1284,Google Security CPG,3,3,0,0,0,0,0
1285,M86 Security CPG,1,1,0,0,0,0,0
1286,Adobe Security CPG,5,5,0,0,0,0,0
1287,RSA -Secureworks52611 CPG,0,0,0,0,0,0,0
1288,IDG Secureworks CPG,6,6,0,0,0,0,0
1289,Business Sector(Dec) CPG,8,6,0,0,0,2,0
1290,Business Secret CPG,2,2,0,0,0,0,0
1291,Tippit SecureWorks CPG,7,5,0,0,0,2,0
1292,Tippit SecureWorks CPG,4,3,0,0,0,0,1
1293,Tippit SectorSurvey2011 CPG,2,2,0,0,0,0,0
1294,Ektron secr CPG,3,3,0,0,0,0,0
1295,Net Search#3061 CPG,4,4,0,0,0,0,0
1296,Acquirgy Sean CPG,8,8,0,0,0,0,0
1297,securian Scupdates CPG,2,0,0,0,0,0,0
1298,Tripwire ScriptQ2NORAMCampaignNetMedia(Under1000) CPG,0,0,0,0,0,0,0
1299,M86 Scriptlogic CPG,7,6,0,0,1,0,0
1300,M86 Screen CPG,0,0,0,0,0,0,0
1301,TRUSTe ScriptQ2NORAMCampaignNetMedia(Over1000) CPG,3,3,0,0,0,0,0
1302,Xerox SCUK CPG,1,1,0,0,0,0,0
1303,Adobe SCMQ372111 CPG,3,3,0,0,0,0,0
1304,Tsavo SCMManufacturingQ32011 CPG,1,1,0,0,0,0,0
1305,McAfee SCMagUK CPG,1,1,0,0,0,0,0
1306,McAfee SCMagLeads80408 CPG,1,1,0,0,0,0,0
1307,McAfee SCmag93008 CPG,1,1,0,0,0,0,0
1308,Citrix SCMag92508 CPG,0,0,0,0,0,0,0
1309,SAP SCMag91808 CPG,0,0,0,0,0,0,0
1310,Motorola_110409 SCMag90808 CPG,3,3,0,0,0,0,0
1311,VMWare_IDG SCMag82808 CPG,3,3,0,0,0,0,0
1312,Electric SCMag81208 CPG,0,0,0,0,0,0,0
1313,Riverbed SCMag80508 CPG,1,1,0,0,0,0,0
1314,HP SCMag61908 CPG,0,0,0,0,0,0,0
1315,HP SCMag43009 CPG,0,0,0,0,0,0,0
1316,Net SCMag40909 CPG,30,28,1,0,0,0,1
1317,eEye SCMag32309 CPG,0,0,0,0,0,0,0
1318,APTX SCMag31709 CPG,5,0,2,0,0,0,0
1319,Solar SCMag21709 CPG,3,3,0,0,0,0,0
1320,Novell SCmag100308 CPG,7,6,0,0,0,0,0
1321,Matchpoint SCMag100108 CPG,6,6,0,0,0,0,0
1322,Verizon SCMag CPG,9,9,0,0,0,0,0
1323,Red SCMag CPG,0,0,0,0,0,0,0
1324,Microsoft SCLeads12109 CPG,0,0,0,0,0,0,0
1325,Maplesoft1_110909 SCMag CPG,7,0,0,0,0,0,0
1326,Maplesoft2_110909 SCLeads50908 CPG,5,5,0,0,0,0,0
1327,TFC SCLeads32108 CPG,5,5,0,0,0,0,0
1328,Solution SCLeads100108 CPG,4,4,0,0,0,0,0
1329,Webroot SCLeads CPG,1,0,0,1,0,0,0
1330,Entrust Science CPG,1,1,0,0,0,0,0
1331,Ramtron Schwab CPG,1,0,1,0,0,0,0
1332,Webroot Scene CPG,1,0,1,0,0,0,0
1333,BeyondTrust ScannersQ12012 CPG,1,1,0,0,0,0,0
1334,111309 SCE CPG,1,1,0,0,0,0,0
1335,Broadfield SBCQ113 CPG,0,0,0,0,0,0,0
1336,EmailDirect SB CPG,9,9,0,0,0,0,0
1337,Silverpop SAS92408 CPG,1,1,0,0,0,0,0
1338,Skillsoft sas102008 CPG,6,6,0,0,0,0,0
1339,Nov-Jan Scanners2012 CPG,2,2,0,0,0,0,0
1340,Tcp SAPWebinar60810 CPG,1,1,0,0,0,0,0
1341,Dell SAPWebinar60810 CPG,2,6,0,0,0,0,0
1342,Fuor SAPMRKTNEWTWN CPG,1,0,0,0,1,0,0
1343,Google SAPCS-Tech2012 CPG,4,4,0,0,0,0,0
1344,One SAPCS-Finance2012 CPG,0,0,0,0,0,0,0
1345,Citrix SAPCS-Marketing2012 CPG,1,1,0,0,0,0,0
1346,ESET SAP CPG,1,1,0,0,0,0,0
1347,ATG SAP CPG,2,0,0,0,0,0,0
1348,Career SAP CPG,4,4,0,0,0,0,0
1349,Solera SAP CPG,1,1,0,0,0,0,0
1350,Intellitactics SAP CPG,0,0,0,0,0,0,0
1351,Planadviser SalesSept2011(EchoWeb) CPG,2,2,0,0,0,0,0
1352,Principal_Keys SalesSept2011 CPG,3,3,0,0,0,0,0
1353,ghjughj SalesMgmt70511 CPG,0,0,0,0,0,0,0
1354,Unica SalesintheQuote-to-CashProcess CPG,1,1,0,0,0,0,0
1355,riverbedfd080111 SalesintheQuote-to-CashProcess-Legal CPG,9,2,0,0,0,0,0
1356,test sales CPG,1,1,0,0,0,0,0
1357,ATG Sales CPG,1,0,1,0,0,0,0
1358,Tellabs_12109 SailEmail CPG,10,5,3,0,0,2,0
1359,iSpeakVideo SailDev CPG,3,3,0,0,0,0,0
1360,Webimax Said CPG,1,1,0,0,0,0,0
1361,vWire Safe12110 CPG,1,1,0,0,0,0,0
1362,vWire S&L CPG,1,1,0,0,0,0,0
1363,Xerox s.u.r.l. CPG,7,0,0,0,0,0,0
1364,SecureWorks Ryan CPG,1,8,0,0,0,0,0
1365,Tippit_120409 Russell CPG,2,0,0,0,0,0,0
1366,"EMC ruitaiagricultureco.,ltd CPG",0,0,0,0,0,0,0
1367,Polycom Ryan CPG,2,2,0,0,0,0,0
1368,Epicor_120709 RSA CPG,7,1,0,0,0,0,0
1369,ATG Romley CPG,1,1,0,0,0,0,0
1370,Tippit_120709 rolltest CPG,1,1,0,0,0,0,0
1371,Direct ROI CPG,0,0,0,0,0,0,0
1372,Direct Roadmap CPG,1,1,0,0,0,0,0
1373,Direct RiverbedSyndication CPG,2,2,0,0,0,0,0
1374,emedia RiverbedRecoveryAssetSyndication CPG,0,0,0,0,0,0,0
1375,emedia River:theB2BE-CommerceChallenge CPG,9,6,0,0,0,0,0
1376,Tippit_120809 RiskyofInformationSharing:WhyYouNeedtoCare CPG,2,2,0,0,0,0,0
1377,Marchex Risk CPG,0,0,0,0,0,0,0
1378,CareerBuilder RiskMitigation CPG,1,1,0,0,0,0,0
1379,Net Risk CPG,6,6,0,0,0,0,0
1380,Numara Risk CPG,1,1,0,0,0,0,0
1381,Tidal Risk CPG,3,3,0,0,0,0,0
1382,Tidal Risk CPG,0,0,0,0,0,0,0
1383,Principal RisingFloodPrepandProtection CPG,0,0,0,0,0,0,0
1384,Principal RightLeads40609 CPG,0,0,0,0,0,0,0
1385,Webroot Right40609 CPG,0,0,0,0,0,0,0
1386,Bazaarvoice Rhythm CPG,0,0,0,0,0,0,0
1387,SAP Storage CPG,4,4,0,0,0,0,0
1388,ATG Technologies CPG,1,1,0,0,0,0,0
1389,eStara RFP20LEADS CPG,0,0,0,0,0,0,0
1390,Testing rewards CPG,2,1,0,0,0,0,1
1391,HP Revolution CPG,1,1,0,0,0,0,0
1392,HP Reuters-WP CPG,13,4,9,0,0,0,0
1393,HP reuters CPG,5,4,0,0,0,0,1
1394,Alliance Retail CPG,5,4,0,0,0,0,1
1395,NewsGator RiskTech CPG,5,1,0,0,0,0,0
1396,Riverbed SystemsIssueII CPG,1,1,0,0,0,0,0
1397,Igloo Retail CPG,3,3,0,0,0,0,0
1398,Igloo retail CPG,5,5,0,0,0,0,0
1399,Neustar SoftwareLeads62409 CPG,1,1,0,0,0,0,0
1400,Tripwire Reuters-DataStreamTrial CPG,0,0,0,0,0,0,0
1401,Mocana Ryan CPG,0,0,0,0,0,0,0
1402,Guaranteed Retail CPG,0,0,0,0,0,0,0
1403,Qualys Retail CPG,0,0,0,0,0,0,0
1404,Epicor Reuters CPG,23,23,0,0,0,0,0
1405,Eset Retail CPG,15,15,0,0,0,0,0
1406,Qwest Retail CPG,0,0,0,0,0,0,0
1407,UC4 retail CPG,10,10,0,0,0,0,0
1408,APC/SchneiderElectric_010510 ResumatorQ113Test CPG,10,0,0,0,0,0,0
1409,DRTV Resources CPG,6,6,0,0,0,0,0
1410,HP ResearchNov-Dec12#1 CPG,6,6,0,0,0,0,0
1411,Dell ResearchWP3Feb-Mar'13 CPG,0,0,0,0,0,0,0
1412,Dell ResearchWP1Feb-Mar'13 CPG,11,11,0,0,0,0,0
1413,IBM ResearchSocialMedia/Security051611 CPG,1,1,0,0,0,0,0
1414,SPSS ResearchSept-Oct12 CPG,12,12,0,0,0,0,0
1415,Acquisio ResearchJune12 CPG,6,3,0,0,0,0,0
1416,Innotas Research61609 CPG,5,5,0,0,0,0,0
1417,Tippit ResearchJan-Feb12 CPG,3,3,0,0,0,0,0
1418,Quinstreet ResearchJuly-August12 CPG,3,3,0,0,0,0,0
1419,Tippit ResearchApril-May12 CPG,1,1,0,0,0,0,0
1420,Tippit Research72809 CPG,0,0,0,0,0,0,0
1421,Netlantic Research32510 CPG,0,0,0,0,0,0,0
1422,Alliance Research2Feb-Mar'13 CPG,1,1,0,0,0,0,0
1423,Alliance -Research CPG,1,0,0,0,0,0,0
1424,Webmetrics ResearchNov-Dec12#2 CPG,1,1,0,0,0,0,0
1425,"UC4 Resources, CPG",0,0,0,0,0,0,0
1426,Sun Research CPG,0,0,0,0,0,0,0
1427,MoreVisibility Rescue_Q1_13 CPG,7,0,0,0,0,0,0
1428,Net ReportQ113 CPG,8,0,0,0,0,0,0
1429,NetApp Report:Computing2012 CPG,7,6,0,0,1,0,0
1430,DEMO Report CPG,0,0,0,0,0,0,0
1431,Cornerstone Rentals CPG,3,3,0,0,0,0,0
1432,HP Report:IncomePropertyMayHaveSeriousGapsinCoverage CPG,0,0,0,0,0,0,0
1433,Vision RemedyforceDeskUKAU70111 CPG,1,1,0,0,0,0,0
1434,Nitro Re-MarketingLie CPG,0,0,0,0,0,0,0
1435,BitGravity Registry CPG,8,7,1,0,0,0,0
1436,Cornerstone Refresh CPG,3,2,1,0,0,0,0
1437,"HighJump ReevooDe,Sp CPG",1,0,1,0,0,0,0
1438,Lumension Reevoo CPG,0,0,0,0,0,0,0
1439,Silverpop Reevoo CPG,9,9,0,0,0,0,0
1440,Inside Reevoo CPG,0,0,0,0,0,0,0
1441,Are Reevoo CPG,6,0,0,0,0,0,0
1442,Socialtext Reevoo CPG,8,9,0,0,0,0,0
1443,Kaseya Reduction(MNet)Leads71409 CPG,0,0,0,0,0,0,0
1444,Unica Recruiting CPG,1,1,0,0,0,0,0
1445,Prism Recovery CPG,4,1,0,0,0,0,0
1446,Senn Realty20911 CPG,0,0,0,0,0,0,0
1447,Day Recovery CPG,9,9,0,0,0,0,0
1448,VMWare_IDG RealtyFebMarch2012 CPG,1,1,0,0,0,0,0
1449,Vendor Realty CPG,2,2,0,0,0,0,0
1450,HighJump_012110 real CPG,1,1,0,0,0,0,0
1451,AllianceBernstein ReadyLeads91608 CPG,4,4,0,0,0,0,0
1452,emedia REaDMay2011 CPG,1,1,0,0,0,0,0
1453,emedia reach CPG,1,1,0,0,0,0,0
1454,Adobe QuinstreetScaleOutNASNov-Dec11 CPG,0,0,0,0,0,0,0
1455,123Together QuinstreetAug-Sep11 CPG,6,6,0,0,0,0,0
1456,3 ReadyIFRS CPG,6,6,0,0,0,0,0
1457,test Quinstreet92110 CPG,9,9,0,0,0,0,0
1458,CWM ReadyLeads43009 CPG,1,1,0,0,0,0,0
1459,123Together Quinstreet92110 CPG,1,1,0,0,0,0,0
1460,Novations QuinStreet CPG,2,2,0,0,0,0,0
1461,Net Quinstreet CPG,1,1,0,0,0,0,0
1462,En Quinstreet CPG,1,0,0,0,0,1,0
1463,HP Quinstreet CPG,1,1,0,0,0,0,0
1464,Allied QuickBooksSolutions CPG,1,0,1,0,0,0,0
1465,3i Quest CPG,1,1,0,0,0,0,0
1466,G2 Quest CPG,3,3,0,0,0,0,0
1467,Thomson Quarterly CPG,0,0,0,0,0,0,0
1468,SAP QM61008 CPG,3,3,0,0,0,0,0
1469,OneSource QM21208 CPG,1,1,0,0,0,0,0
1470,Right QAS-Sept2012 CPG,1,1,0,0,0,0,0
1471,Visible QASQ113 CPG,0,0,0,0,0,0,0
1472,Guardium QASQ113 CPG,1,1,0,0,0,0,0
1473,InMage QASLiveEvent CPG,1,1,0,0,0,0,0
1474,LTC QAS CPG,1,1,0,0,0,0,0
1475,Gigya Q4NonCAFilenetECM(HLTH) CPG,1,1,0,0,0,0,0
1476,Sun Q4NonCAFilenetECM(FIN) CPG,143,141,2,0,0,0,0
1477,TRUSTe Q4NonCAFilenetECM CPG,1,1,0,0,0,0,0
1478,Tripwire Q4NonCAFilenetECM(GOV) CPG,1,1,0,0,0,0,0
1479,Fluke QAS CPG,1,1,0,0,0,0,0
1480,Fluke Q4Service CPG,0,0,0,0,0,0,0
1481,Mimecast Q4IDGWhitepaperNov-Dec'11 CPG,0,0,0,0,0,0,0
1482,IBM -Q4DG2012 CPG,1,1,0,0,0,0,0
1483,OMS Q4andMarketing CPG,1,1,0,0,0,0,0
1484,Brainloop Q472511 CPG,1,1,0,0,0,0,0
1485,Return Pearl2012 CPG,1,1,0,0,0,0,0
1486,Talend Q42011250-5000 CPG,0,0,0,0,0,0,0
1487,(ISC)2 --Q42011 CPG,0,0,0,0,0,0,0
1488,IBM -Q42011 CPG,1,1,0,0,0,0,0
1489,Qwest Q4IDGWhitepaperProgram CPG,0,0,0,0,0,0,0
1490,Tripwire Q42012 CPG,1,1,0,0,0,0,0
1491,Tripwire Q42012 CPG,6,5,0,0,0,0,1
1492,Tripwire Q42012 CPG,5,5,0,0,0,0,0
1493,Tripwire Q42011CloudAutomation CPG,12,12,0,0,0,0,0
1494,Q1 Q42011 CPG,0,0,0,0,0,0,0
1495,Test Q42011 CPG,1,0,0,0,0,1,0
1496,Social Q42011 CPG,0,0,0,0,0,0,0
1497,Social Q42011 CPG,7,7,0,0,0,0,0
1498,NLBCorp_020210 Q42011 CPG,7,7,0,0,0,0,0
1499,Awareness Q42011 CPG,7,7,0,0,0,0,0
1500,ATG Q42011 CPG,7,7,0,0,0,0,0
1501,White Q4'11WPIFWITWPOct-Dec CPG,17,16,0,0,0,0,1
1502,White Q411OpenTextCapitalProjects CPG,1,1,0,0,0,0,0
1503,W.W.Williams_020310 Q411InformationGovernance CPG,0,0,0,0,0,0,0
1504,Tripwire Q4'11eGuideITWOct-Dec CPG,2,1,1,0,0,0,0
1505,Wheelhouse Q411/Q112 CPG,1,0,0,0,0,0,1
1506,Q1 Q4'11WPITWOct-Dec CPG,3,3,0,0,0,0,0
1507,ATG Q411 CPG,0,0,0,0,0,0,0
1508,ATG Q4102510 CPG,0,0,0,0,0,0,0
1509,Focus SPSM CPG,0,0,0,0,0,0,0
1510,BMC q4 CPG,1,1,0,0,0,0,0
1511,IFS_020510 Q4 CPG,0,0,0,0,0,0,0
1512,Coupa Q4 CPG,10,10,0,0,0,0,0
1513,Unica Q4 CPG,1,1,0,0,0,0,0
1514,Premiere Q4 CPG,10,6,1,0,3,0,0
1515,Return Q4'12ITWITWPS#2Cloud-DC-VirtOct-Nov'12 CPG,1,1,0,0,0,0,0
1516,HP Security CPG,1,1,0,0,0,0,0
1517,Flimp Q4 CPG,1,1,0,0,0,0,0
1518,IPSwitch Q4 CPG,5,5,0,0,0,0,0
1519,Sophos Q4 CPG,1,1,0,0,0,0,0
1520,Flimp Q4 CPG,5,1,0,0,0,0,0
1521,test Q4 CPG,1,1,0,0,0,0,0
1522,test Q4 CPG,2,2,0,0,0,0,0
1523,Windows Q4 CPG,0,0,0,0,0,0,0
1524,BlueStripe Q4 CPG,2,2,0,0,0,0,0
1525,test Q4 CPG,1,1,0,0,0,0,0
1526,ATG Q4 CPG,1,1,0,0,0,0,0
1527,Voip Q4 CPG,0,0,0,0,0,0,0
1528,Varonis Ridge CPG,0,0,0,0,0,0,0
1529,Marchex Q4 CPG,7,6,0,0,1,0,0
1530,AccelOps Q4 CPG,3,2,1,0,0,0,0
1531,AccelOps Q4 CPG,2,1,1,0,0,0,0
1532,TESTING Q4 CPG,3,3,0,0,0,0,0
1533,Red Q4 CPG,5,0,0,0,0,0,0
1534,Q210 Q4 CPG,0,0,0,0,0,0,0
1535,HP Q4 CPG,0,0,0,0,0,0,0
1536,ScriptLogic Q4 CPG,1,1,0,0,0,0,0
1537,MessageLabs Q4 CPG,1,1,0,0,0,0,0
1538,APC/Schneider_Mnet021510 Q42011 CPG,1,1,0,0,0,0,0
1539,Software Q4 CPG,3,3,0,0,0,0,0
1540,Marchex Q4 CPG,0,0,0,0,0,0,0
1541,Google Q4 CPG,1,1,0,0,0,0,0
1542,BeyondTrust Q4 CPG,3,3,0,0,0,0,0
1543,TRUSTe Q4 CPG,0,0,0,0,0,0,0
1544,IBM Q4 CPG,0,0,0,0,0,0,0
1545,Dependable Q4 CPG,3,3,0,0,0,0,0
1546,PGi Q4 CPG,1,0,0,1,0,0,0
1547,Lenovo Q4 CPG,1,1,0,0,0,0,0
1548,RackSpace Q4 CPG,1,0,0,0,0,0,1
1549,eMedia Q4 CPG,2,2,0,0,0,0,0
1550,OneSource Q4 CPG,5,5,0,0,0,0,0
1551,test Q4 CPG,7,6,0,0,0,0,1
1552,q1 Q4 CPG,0,0,0,0,0,0,0
1553,VS Q4 CPG,2,3,0,0,0,0,0
1554,CompareBusinessProducts Q4 CPG,1,1,0,0,0,0,0
1555,IBM Q4 CPG,1,1,0,0,0,0,0
1556,VS Q4 CPG,4,4,0,0,0,0,0
1557,VS Q4 CPG,0,0,0,0,0,0,0
1558,VS Q4 CPG,2,2,0,0,0,0,0
1559,VS Q4 CPG,0,0,0,0,0,0,0
1560,Cantaloupe Q4 CPG,9,1,0,0,0,0,0
1561,Saepio Q4 CPG,1,0,0,0,0,1,0
1562,Planview_021910 Q4 CPG,5,4,0,0,1,0,0
1563,Planview_021910 Q4 CPG,0,0,0,0,0,0,0
1564,Schneider_Electric_Motion_021910 Q4 CPG,1,0,0,0,0,1,0
1565,Mongoose Q4 CPG,1,0,0,0,0,1,0
1566,SPSS Q4 CPG,3,0,0,0,0,1,0
1567,MarkMonitor Q4 CPG,8,0,0,0,0,1,0
1568,ASG Q4 CPG,0,0,0,0,0,0,0
1569,Epicor Q4 CPG,0,0,0,0,0,0,0
1570,NetApp Q4 CPG,1,1,0,0,0,0,0
1571,NetApp Q4 CPG,1,1,0,0,0,0,0
1572,MMDG Q4 CPG,2,2,0,0,0,0,0
1573,Websense Q4 CPG,10,2,0,0,0,0,0
1574,PeakTechnologies_022410 Q4 CPG,5,5,0,0,0,0,0
1575,Neolane Q4 CPG,5,5,0,0,0,0,0
1576,SC Q4 CPG,2,2,0,0,0,0,0
1577,F5 Q4 CPG,2,2,0,0,0,0,0
